ground_truth_x, ground_truth_y, ground_truth_vx, ground_truth_vy, estimate_x, estimate_y, estimate_vx, estimate_vy, rmse_x, rmse_y, rmse_vx, rmse_vy, 
1.59651,16.0206,2.7593,-4.03546,1.63331,15.9763,3.22165,-4.1176,0.0742636,0.078154,0.582398,0.539156,
1.73317,15.8179,2.70454,-4.06739,1.74728,15.7729,3.09258,-4.11126,0.0740937,0.0780301,0.581631,0.537885,
1.86711,15.6137,2.65071,-4.09783,1.72098,15.5826,2.60733,-4.0494,0.074597,0.0778751,0.580265,0.536625,
1.99838,15.408,2.59786,-4.12682,1.88185,15.3926,2.68649,-4.05799,0.0748488,0.0776992,0.578933,0.535385,
2.12703,15.2009,2.54602,-4.15442,2.01636,15.1828,2.68722,-4.07062,0.0750559,0.0775273,0.577659,0.534163,
2.25311,14.9924,2.49524,-4.18065,2.1524,14.9557,2.66007,-4.32039,0.0751955,0.0773873,0.576424,0.533005,
2.37668,14.7827,2.44555,-4.20557,2.3319,14.7143,2.78591,-4.37641,0.0750831,0.077348,0.575554,0.531896,
2.49779,14.5718,2.397,-4.22922,2.44986,14.4778,2.71912,-4.45771,0.0749805,0.0774327,0.574643,0.530896,
2.6165,14.3597,2.34961,-4.25165,2.62924,14.2856,2.83312,-4.41189,0.0748133,0.0774176,0.574258,0.529788,
2.73287,14.1465,2.30343,-4.27288,2.78329,14.0451,2.83437,-4.61015,0.07472,0.0775438,0.574067,0.529068,
2.84695,13.9322,2.25847,-4.29298,2.88163,13.8222,2.71791,-4.58454,0.0745867,0.0777222,0.573598,0.52823,
2.95882,13.717,2.21478,-4.31197,2.99795,13.5767,2.66101,-4.63355,0.0744643,0.0781184,0.573086,0.527478,
3.06854,13.5009,2.17238,-4.32991,3.0061,13.3763,2.32496,-4.53877,0.0744145,0.0783898,0.571885,0.526475,
3.17617,13.2839,2.13129,-4.34682,3.0938,13.1803,2.26987,-4.37055,0.0744521,0.0785209,0.570677,0.525296,
3.28177,13.0661,2.09154,-4.36275,3.23791,12.9821,2.34896,-4.34215,0.0743434,0.0785462,0.569661,0.524124,
3.38542,12.8475,2.05316,-4.37774,3.37507,12.7516,2.4276,-4.28994,0.0741813,0.0786318,0.568942,0.52299,
3.48718,12.6282,2.01617,-4.39182,3.3976,12.625,2.15288,-4.0938,0.0742564,0.0784579,0.567755,0.522208,
3.58713,12.4083,1.98058,-4.40503,3.52312,12.406,2.1715,-4.23243,0.0742144,0.0782851,0.566644,0.521183,
3.68533,12.1876,1.94641,-4.41741,3.65416,12.1874,2.2322,-4.25322,0.0740802,0.0781132,0.565717,0.520152,
3.78186,11.9664,1.9137,-4.42898,3.73609,11.9739,2.14339,-4.27212,0.0739801,0.077944,0.564685,0.519119,
3.87678,11.7446,1.88244,-4.43979,3.88182,11.7519,2.24671,-4.30213,0.0738199,0.0777759,0.563967,0.518069,
3.97018,11.5223,1.85266,-4.44986,3.96644,11.5336,2.11311,-4.46109,0.0736603,0.0776109,0.563006,0.516947,
4.06213,11.2996,1.82437,-4.45922,4.08045,11.2668,2.14345,-4.54789,0.0735113,0.0774733,0.562182,0.515864,
4.1527,11.0763,1.79758,-4.4679,4.21742,11.0562,2.2322,-4.49465,0.0734758,0.0773181,0.561696,0.514759,
4.24196,10.8527,1.77231,-4.47593,4.24749,10.8955,2.00553,-4.33616,0.0733195,0.0772034,0.560702,0.513739,
4.33,10.6287,1.74858,-4.48333,4.32014,10.6783,1.89399,-4.41435,0.0731662,0.077107,0.559588,0.512665,
4.41689,10.4043,1.72638,-4.49013,4.41414,10.4642,1.89069,-4.40126,0.0730112,0.077042,0.558504,0.51161,
4.50271,10.1796,1.70573,-4.49636,4.52585,10.2328,1.92144,-4.46844,0.0728725,0.0769569,0.5575,0.510533,
4.58753,9.95461,1.68663,-4.50203,4.5774,10.0172,1.80417,-4.43217,0.0727222,0.0769022,0.55638,0.509479,
4.67143,9.72935,1.66911,-4.50715,4.67293,9.79489,1.7631,-4.54564,0.07257,0.0768582,0.555248,0.508418,
4.7545,9.50385,1.65315,-4.51176,4.71477,9.60802,1.63334,-4.44242,0.072464,0.0769921,0.554092,0.507378,
4.83681,9.27814,1.63878,-4.51587,4.75589,9.45145,1.53146,-4.24869,0.0725011,0.077639,0.552984,0.506616,
4.91844,9.05223,1.62599,-4.51949,4.79118,9.20234,1.43582,-4.30124,0.0728122,0.078077,0.551976,0.505763,
4.99946,8.82616,1.61479,-4.52264,4.88836,8.94839,1.48403,-4.44489,0.0730109,0.0783097,0.550903,0.504746,
5.07997,8.59994,1.60519,-4.52532,5.00674,8.68356,1.60897,-4.55478,0.0730118,0.0783322,0.549773,0.503714,
5.16003,8.37361,1.59718,-4.52755,5.13511,8.44823,1.80663,-4.48241,0.0728801,0.0783174,0.548813,0.502694,
5.23973,8.14717,1.59078,-4.52933,5.23169,8.18447,1.83445,-4.5682,0.0727336,0.0781943,0.547917,0.501677,
5.31916,7.92067,1.58598,-4.53068,5.35644,7.93355,1.95254,-4.59647,0.0726249,0.0780401,0.547303,0.500678,
5.39838,7.6941,1.58279,-4.5316,5.42048,7.7058,1.86895,-4.57177,0.0724919,0.0778862,0.546501,0.499674,
5.47748,7.46751,1.5812,-4.53209,5.54422,7.45804,1.96052,-4.61932,0.0724697,0.0777319,0.545932,0.4987,
5.55654,7.24091,1.58122,-4.53215,5.56298,7.24306,1.76279,-4.53421,0.0723258,0.0775764,0.54496,0.497702,
5.63564,7.01431,1.58285,-4.53178,5.66876,7.03057,1.92997,-4.36323,0.0722119,0.0774285,0.544315,0.496823,
5.71486,6.78775,1.58608,-4.53098,5.79103,6.79734,1.99676,-4.41369,0.072228,0.0772771,0.543849,0.495892,
5.79428,6.56124,1.59093,-4.52975,5.82385,6.59105,1.69052,-4.48351,0.0721091,0.077147,0.542809,0.494919,
5.87398,6.33481,1.59737,-4.52808,5.8592,6.37839,1.57117,-4.42399,0.071973,0.0770436,0.541742,0.493987,
5.95405,6.10848,1.60542,-4.52597,5.93313,6.11497,1.54552,-4.54813,0.0718437,0.0768934,0.540692,0.493019,
6.03455,5.88226,1.61507,-4.52341,5.99109,5.90588,1.49446,-4.49233,0.0717546,0.0767573,0.539688,0.492059,
6.11558,5.65619,1.62631,-4.52038,6.03435,5.67244,1.29688,-4.60385,0.0717939,0.0766145,0.539029,0.491129,
6.19721,5.43028,1.63914,-4.51687,6.07876,5.46805,1.24172,-4.52833,0.0720332,0.0765021,0.538552,0.490177,
6.27951,5.20457,1.65356,-4.51288,6.15672,5.23349,1.31696,-4.52999,0.0722977,0.0763754,0.537918,0.489231,
6.36258,4.97906,1.66956,-4.50838,6.24896,4.97858,1.38529,-4.61745,0.0725017,0.0762283,0.537172,0.488336,
6.44648,4.7538,1.68714,-4.50337,6.29963,4.80344,1.30312,-4.48163,0.0729313,0.0761442,0.536668,0.487401,
6.53131,4.52881,1.70628,-4.49781,6.44938,4.47387,1.51934,-4.8045,0.0729678,0.0760745,0.535768,0.486839,
6.61712,4.30411,1.72698,-4.4917,6.55021,4.22617,1.71518,-4.75691,0.0729457,0.0760817,0.534748,0.486188,
6.70401,4.07974,1.74923,-4.485,6.67632,3.93783,1.8136,-4.91492,0.0728274,0.076438,0.533749,0.485987,
6.79205,3.85571,1.77302,-4.4777,6.79406,3.69017,1.98165,-4.88286,0.0726899,0.0769684,0.532896,0.485707,
6.88132,3.63207,1.79834,-4.46978,6.82327,3.52928,1.82193,-4.61517,0.0726404,0.0770817,0.531895,0.484875,
6.97188,3.40885,1.82518,-4.4612,6.89988,3.31596,1.79343,-4.55679,0.0726381,0.0771469,0.530901,0.484002,
7.06383,3.18607,1.85352,-4.45194,7.00409,3.18244,1.80575,-4.31002,0.0725942,0.0770032,0.529918,0.483176,
7.15723,2.96378,1.88336,-4.44197,7.10108,3.03509,1.94828,-4.07309,0.07254,0.0769828,0.528947,0.482801,
7.25216,2.742,1.91468,-4.43125,7.20682,2.81862,1.96657,-4.11328,0.0724581,0.0769814,0.527976,0.482294,
7.34868,2.52078,1.94746,-4.41977,7.3076,2.61174,1.8375,-4.16106,0.0723673,0.0770376,0.527043,0.48166,
7.44688,2.30016,1.98168,-4.40749,7.38964,2.39271,1.81979,-4.18602,0.0723175,0.0771004,0.526165,0.480961,
7.54683,2.08018,2.01733,-4.39436,7.46865,2.12397,1.70416,-4.37255,0.0723398,0.0770046,0.525542,0.480081,
7.64859,1.86087,2.0544,-4.38037,7.56453,1.85896,1.72764,-4.50813,0.072386,0.0768641,0.524954,0.479267,
7.75224,1.6423,2.09284,-4.36546,7.69569,1.63292,2.00378,-4.49614,0.0723347,0.0767263,0.524026,0.478459,
7.85785,1.42449,2.13266,-4.34961,7.83619,1.27506,2.07741,-4.89152,0.0722153,0.0771135,0.523086,0.478705,
7.96547,1.2075,2.17382,-4.33277,7.95209,1.09003,2.15831,-4.7195,0.0720893,0.0772971,0.522142,0.478404,
8.07519,0.991377,2.21629,-4.31491,8.00898,0.859519,2.06557,-4.68628,0.072069,0.0775622,0.521281,0.478062,
8.18706,0.776179,2.26005,-4.29598,8.12263,0.634254,2.19343,-4.65856,0.0720431,0.0778879,0.520361,0.477698,
8.30115,0.561955,2.30508,-4.27595,8.24951,0.454793,2.23309,-4.50963,0.0719805,0.078012,0.519449,0.477049,
8.41752,0.348763,2.35134,-4.25478,8.38321,0.262503,2.25846,-4.41847,0.0718815,0.0780429,0.518553,0.476299,
8.53623,0.136661,2.39881,-4.23241,8.49481,0.126119,2.27223,-4.17541,0.0717963,0.0779069,0.517688,0.475466,
8.65734,-0.0742907,2.44744,-4.20881,8.67684,-0.0864541,2.74122,-4.2125,0.0716787,0.0777725,0.517067,0.474625,
8.78091,-0.28403,2.4972,-4.18394,8.84052,-0.241484,2.80089,-4.0582,0.0716398,0.0776765,0.516471,0.473848,
8.90699,-0.492491,2.54807,-4.15775,8.99344,-0.362011,2.92605,-3.82903,0.0716971,0.0779244,0.51605,0.473416,
9.03564,-0.699608,2.59998,-4.1302,9.14359,-0.569925,2.92931,-3.87639,0.0718557,0.0781651,0.515515,0.472826,
9.16691,-0.905311,2.65292,-4.10124,9.2877,-0.805816,2.91029,-3.99616,0.0720839,0.0782495,0.51484,0.472043,
9.30084,-1.10953,2.70683,-4.07084,9.37805,-1.11606,2.78372,-4.30335,0.0721023,0.0781145,0.513965,0.471422,
9.4375,-1.31219,2.76168,-4.03893,9.53194,-1.38505,2.99345,-4.48949,0.0721916,0.0780969,0.513257,0.471351,
9.57692,-1.51322,2.8174,-4.00549,9.71029,-1.59291,3.05073,-4.44374,0.0724913,0.0781024,0.512554,0.471241,
9.71914,-1.71253,2.87396,-3.97047,9.84093,-1.75484,2.84591,-4.2364,0.0727179,0.0780076,0.511675,0.470689,
9.86421,-1.91005,2.93131,-3.93381,9.94472,-1.92848,2.78758,-4.13184,0.072746,0.0778813,0.510868,0.470025,
10.0122,-2.1057,2.98938,-3.89549,10.1117,-2.14865,3.08239,-4.22596,0.0728539,0.0777888,0.510024,0.469619,
10.163,-2.29939,3.04813,-3.85546,10.2578,-2.34569,3.07246,-4.1873,0.0729398,0.0777033,0.509158,0.469219,
10.3169,-2.49103,3.1075,-3.81368,10.3707,-2.50239,2.8323,-3.99665,0.0728834,0.0775743,0.508547,0.468544,
10.4737,-2.68054,3.16742,-3.7701,10.5136,-2.75469,2.81613,-4.1396,0.0727972,0.077563,0.508097,0.468245,
10.6335,-2.86783,3.22785,-3.72468,10.6465,-2.94104,2.732,-4.06102,0.0726784,0.0775488,0.508057,0.467863,
10.7963,-3.05279,3.2887,-3.67739,10.7619,-3.11303,2.70378,-3.97989,0.0725837,0.0774971,0.508334,0.467406,
10.9622,-3.23535,3.34992,-3.62819,10.9539,-3.3149,3.16677,-4.09398,0.0724638,0.0775041,0.507594,0.467401,
11.1311,-3.4154,3.41144,-3.57705,11.1243,-3.47933,3.20469,-3.98398,0.072344,0.0774628,0.506887,0.467212,
11.3032,-3.59284,3.47319,-3.52392,11.3004,-3.66207,3.3595,-3.97714,0.0722239,0.0774369,0.506087,0.467166,
11.4783,-3.76758,3.53509,-3.46877,11.4891,-3.86327,3.39783,-3.97965,0.0721069,0.0775045,0.50531,0.467318,
11.6565,-3.9395,3.59707,-3.41158,11.6646,-4.07087,3.40121,-4.00016,0.0719893,0.0777437,0.504601,0.46777,
11.8378,-4.10852,3.65905,-3.35231,11.8482,-4.25511,3.43297,-3.95569,0.0718733,0.0780697,0.503938,0.46828,
12.0223,-4.27453,3.72095,-3.29094,12.0461,-4.45668,3.53244,-3.97938,0.0717683,0.0786364,0.503226,0.469171,
12.2098,-4.43741,3.7827,-3.22744,12.2518,-4.57943,3.61769,-3.77261,0.0716912,0.0789265,0.502492,0.469439,
12.4003,-4.59707,3.84421,-3.16178,12.4551,-4.75273,3.8207,-3.7874,0.0716425,0.0792971,0.501675,0.470032,
12.594,-4.75339,3.90539,-3.09395,12.6703,-4.83369,3.90864,-3.49813,0.0716581,0.0793003,0.50086,0.469833,
12.7907,-4.90626,3.96616,-3.02393,12.864,-4.99378,3.82537,-3.42527,0.0716635,0.0793283,0.500113,0.469628,
12.9904,-5.05558,4.02643,-2.95171,13.0685,-5.15501,3.85455,-3.39588,0.0716853,0.0794013,0.499401,0.469548,
13.1931,-5.20124,4.0861,-2.87726,13.2313,-5.31908,3.79074,-3.38533,0.0716027,0.0795547,0.498879,0.469677,
13.3988,-5.34312,4.1451,-2.80059,13.3917,-5.50569,3.7283,-3.4377,0.071489,0.0799586,0.498637,0.470309,
13.6074,-5.48111,4.20332,-2.72168,13.6351,-5.66076,4.13855,-3.50307,0.0713919,0.0804739,0.497853,0.471629,
13.8189,-5.6151,4.26067,-2.64053,13.8268,-5.79258,4.12514,-3.39521,0.0712795,0.0809675,0.497119,0.4728,
14.0332,-5.74499,4.31706,-2.55715,14.0607,-5.95475,4.25877,-3.40067,0.0711831,0.0816983,0.49634,0.474435,
14.2504,-5.87065,4.37238,-2.47154,14.3102,-6.05886,4.35416,-3.22094,0.0711501,0.0822532,0.495555,0.475556,
14.4703,-5.99197,4.42655,-2.38369,14.5265,-6.21833,4.33835,-3.21141,0.0711079,0.0831017,0.494798,0.477076,
14.6928,-6.10885,4.47946,-2.29364,14.7759,-6.2679,4.44137,-2.91722,0.0711486,0.0834489,0.494024,0.477607,
14.918,-6.22118,4.53101,-2.20138,14.9914,-6.40335,4.47648,-2.91094,0.0711557,0.08394,0.493258,0.47851,
15.1457,-6.32884,4.58111,-2.10694,15.1712,-6.46188,4.42191,-2.70006,0.0710587,0.0841381,0.492567,0.478911,
15.3758,-6.43173,4.62966,-2.01035,15.4034,-6.58951,4.42092,-2.6667,0.0709647,0.0844672,0.491937,0.479566,
15.6084,-6.52973,4.67655,-1.91162,15.64,-6.66963,4.46925,-2.52581,0.0708762,0.0846956,0.491309,0.480042,
15.8432,-6.62276,4.72169,-1.81079,15.8813,-6.79843,4.66782,-2.59736,0.0707982,0.0851274,0.490557,0.481293,
16.0803,-6.71069,4.76497,-1.7079,16.1327,-6.93624,4.69991,-2.61248,0.0707488,0.0859146,0.489813,0.48317,
16.3195,-6.79342,4.8063,-1.60298,16.3156,-7.04187,4.4106,-2.47872,0.0706402,0.0868824,0.489551,0.484866,
16.5607,-6.87087,4.84558,-1.49608,16.5581,-7.13216,4.46435,-2.38628,0.070532,0.0879478,0.489255,0.486625,
16.8038,-6.94292,4.88271,-1.38725,16.7687,-7.25595,4.45602,-2.40943,0.0704507,0.0895031,0.489076,0.489158,
17.0487,-7.00949,4.9176,-1.27653,17.0215,-7.28254,4.54534,-2.16099,0.0703592,0.0906294,0.488762,0.490847,
17.2953,-7.07048,4.95015,-1.16398,17.2324,-7.36628,4.46302,-2.0782,0.0703377,0.0919493,0.488757,0.492686,
17.5434,-7.1258,4.98026,-1.04968,17.5243,-7.29016,4.65461,-1.59842,0.0702389,0.0922546,0.488345,0.492865,
17.793,-7.17537,5.00785,-0.933668,17.8052,-7.3372,4.95197,-1.57733,0.070136,0.0925436,0.487617,0.49339,
18.044,-7.21909,5.03282,-0.816029,18.0795,-7.31372,5.03503,-1.30762,0.0700574,0.0925499,0.486882,0.493385,
18.2961,-7.2569,5.05509,-0.696834,18.3046,-7.33046,4.84671,-1.1292,0.0699537,0.0924987,0.486284,0.493213,
18.5492,-7.28872,5.07456,-0.57616,18.5548,-7.34525,4.8739,-1.02002,0.0698496,0.0924119,0.48568,0.493072,
18.8033,-7.31446,5.09116,-0.454089,18.8357,-7.39108,4.99063,-1.01228,0.0697676,0.0923688,0.484986,0.493279,
19.0581,-7.33408,5.10481,-0.330708,19.0673,-7.40009,4.96822,-0.910504,0.0696655,0.0923015,0.484321,0.493559,
19.3135,-7.3475,5.11543,-0.206107,19.2881,-7.46611,4.83246,-0.943253,0.0695759,0.0923907,0.483847,0.49446,
19.5694,-7.35466,5.12294,-0.0803797,19.641,-7.37009,5.08379,-0.54349,0.069582,0.0922577,0.483136,0.49437,
19.8255,-7.35551,5.12728,0.0463764,19.9079,-7.39246,5.14161,-0.538873,0.0696232,0.0921434,0.482423,0.494663,
20.0818,-7.35,5.12836,0.17406,20.2072,-7.34646,5.24083,-0.339175,0.0698523,0.092008,0.481752,0.494718,
20.3381,-7.33809,5.12615,0.302565,20.4703,-7.38012,5.34129,-0.41842,0.070116,0.0919012,0.481186,0.495533,
20.5942,-7.31974,5.12056,0.431784,20.68,-7.40803,5.23102,-0.452304,0.0701668,0.0918908,0.480519,0.497112,
20.8499,-7.29491,5.11155,0.561605,20.9096,-7.40841,4.95371,-0.326386,0.0701385,0.0919612,0.479894,0.498697,
21.1051,-7.26358,5.09906,0.691914,21.1874,-7.29257,5.04336,0.0226548,0.0701768,0.0918407,0.479205,0.499277,
21.3596,-7.22573,5.08306,0.822593,21.4458,-7.28281,5.06378,0.0449482,0.0702285,0.091759,0.478511,0.500308,
21.6132,-7.18134,5.06349,0.953522,21.6584,-7.37494,4.96495,-0.209833,0.0701689,0.0922156,0.477849,0.503484,
21.8657,-7.1304,5.04032,1.08458,21.8727,-7.35781,4.57129,-0.0362753,0.0700687,0.0928883,0.477823,0.506346,
22.117,-7.07291,5.01352,1.21564,22.2089,-7.13652,4.82679,0.568825,0.0701413,0.0928174,0.477241,0.506805,
22.3669,-7.00887,4.98307,1.34657,22.3962,-7.11391,4.44523,0.623382,0.0700583,0.0928547,0.477426,0.507557,
22.6151,-6.93829,4.94893,1.47726,22.5974,-6.98614,4.42669,0.868051,0.0699646,0.0927572,0.47756,0.507877,
22.8616,-6.86119,4.9111,1.60756,22.8454,-6.97043,4.66468,0.745343,0.0698702,0.0928084,0.477061,0.509236,
23.106,-6.77759,4.86956,1.73734,23.069,-6.96894,4.63931,0.650029,0.0697987,0.0932359,0.476541,0.511804,
23.3483,-6.68751,4.82431,1.86648,23.2557,-6.94048,4.40799,0.669556,0.0698737,0.0940723,0.476381,0.515034,
23.5883,-6.59099,4.77535,1.99484,23.5065,-6.81,4.48403,0.929019,0.0699104,0.0946578,0.475959,0.517416,
23.8257,-6.48809,4.72269,2.12228,23.7556,-6.7762,4.61222,0.878871,0.069911,0.0957533,0.475325,0.520884,
24.0604,-6.37883,4.66633,2.24867,23.9871,-6.62124,4.6351,1.16772,0.0699209,0.0964779,0.474659,0.523298,
24.2922,-6.26328,4.6063,2.37389,24.1922,-6.55015,4.38742,1.2468,0.0700232,0.0975318,0.474136,0.525958,
24.5209,-6.14151,4.54262,2.49779,24.4694,-6.33572,4.52198,1.6566,0.0699783,0.0979348,0.473474,0.527101,
24.7463,-6.01357,4.47532,2.62023,24.7144,-6.24857,4.66659,1.64641,0.069901,0.0985817,0.472922,0.52887,
24.9683,-5.87956,4.40444,2.7411,24.9603,-6.09069,4.70196,1.84657,0.0698051,0.0990715,0.472525,0.530235,
25.1866,-5.73954,4.33001,2.86026,25.1585,-5.98625,4.39894,1.92379,0.069724,0.0997826,0.471884,0.531789,
25.4011,-5.5936,4.25209,2.97757,25.4143,-5.79252,4.47925,2.18669,0.0696311,0.100192,0.471383,0.532678,
25.6117,-5.44185,4.17073,3.09291,25.5839,-5.68563,4.14497,2.21714,0.0695505,0.100868,0.470735,0.533927,
25.8181,-5.28439,4.08598,3.20616,25.7709,-5.37482,4.13412,2.73745,0.069499,0.100841,0.470095,0.533758,
26.0202,-5.12131,3.99791,3.31719,25.9567,-5.23699,3.98513,2.75645,0.0694833,0.100885,0.469451,0.533834,
26.2178,-4.95274,3.90659,3.42588,26.1556,-5.12138,3.98198,2.69798,0.0694645,0.101132,0.468826,0.53446,
26.4107,-4.7788,3.81209,3.53212,26.3412,-4.95158,3.79229,2.81831,0.0694645,0.101396,0.468188,0.535031,
26.5989,-4.5996,3.7145,3.63578,26.5639,-4.65277,3.86868,3.23972,0.0693941,0.101296,0.46762,0.534702,
26.7821,-4.41529,3.6139,3.73676,26.7674,-4.48752,3.9283,3.24405,0.0693042,0.101228,0.467273,0.534593,
26.9602,-4.226,3.51038,3.83494,26.9277,-4.35379,3.86027,3.163,0.0692311,0.10131,0.466996,0.535011,
27.1331,-4.03186,3.40403,3.93023,27.125,-4.18413,3.93764,3.18496,0.069139,0.101481,0.467188,0.535689,
27.3006,-3.83304,3.29495,4.02252,27.3685,-3.94499,4.02808,3.40311,0.0691358,0.101511,0.468105,0.535932,
27.4625,-3.62967,3.18325,4.11172,27.5146,-3.77673,3.45506,3.44683,0.0690958,0.10166,0.467689,0.536319,
27.6188,-3.42193,3.06903,4.19774,27.7094,-3.55783,3.49768,3.57301,0.0691622,0.101767,0.467589,0.536575,
27.7694,-3.20995,2.95242,4.28049,27.8534,-3.36573,3.16787,3.63393,0.0692061,0.101949,0.467098,0.536898,
27.914,-2.99393,2.83351,4.35989,27.9916,-3.08094,3.13557,3.90369,0.0692298,0.101913,0.466736,0.536699,
28.0527,-2.77401,2.71243,4.43586,28.1221,-2.87878,2.94647,3.93137,0.0692301,0.10192,0.466273,0.536616,
28.1853,-2.55039,2.5893,4.50833,28.2359,-2.60214,2.88799,4.13919,0.0691875,0.10182,0.465909,0.536242,
28.3116,-2.32322,2.46425,4.57724,28.333,-2.3994,2.49469,4.14354,0.0691049,0.101761,0.465297,0.535998,
28.4317,-2.0927,2.3374,4.64252,28.4806,-2.18783,2.53597,4.15761,0.0690595,0.101744,0.464796,0.53587,
28.5453,-1.859,2.20888,4.70412,28.6093,-1.98328,2.52655,4.14954,0.0690466,0.10181,0.46447,0.53592,
28.6526,-1.62231,2.07883,4.76199,28.7515,-1.73934,2.55513,4.24766,0.0691416,0.101853,0.464502,0.535864,
28.7532,-1.38282,1.94737,4.8161,28.8448,-1.52954,2.42368,4.24028,0.0692096,0.101995,0.464533,0.535972,
28.8473,-1.14071,1.81465,4.86639,28.9704,-1.20467,2.42961,4.53972,0.0694042,0.101915,0.464988,0.535534,
28.9347,-0.896184,1.6808,4.91284,29.0396,-0.969988,2.16585,4.5596,0.0695197,0.101852,0.465041,0.535141,
29.0154,-0.649428,1.54595,4.95543,29.1275,-0.699358,2.12752,4.67123,0.0696636,0.101752,0.465381,0.534643,
29.0893,-0.400636,1.41024,4.99413,29.166,-0.463962,1.61955,4.67226,0.0696828,0.101671,0.464901,0.534202,
29.1564,-0.150004,1.27382,5.02893,29.221,-0.284606,1.5756,4.527,0.0696702,0.10177,0.464554,0.534121,
29.2167,0.102274,1.13682,5.05982,29.2799,-0.0460456,1.25738,4.55541,0.0696544,0.101917,0.463997,0.534047,
29.2701,0.356002,0.999371,5.08681,29.3332,0.271996,1.23429,4.79426,0.0696383,0.101875,0.463554,0.533568,
29.3166,0.610984,0.861619,5.10989,29.3698,0.518328,1.0766,4.80757,0.0696013,0.101852,0.463089,0.533104,
29.3563,0.867027,0.723698,5.12908,29.4445,0.695926,1.11934,4.64185,0.0696552,0.102089,0.462929,0.532992,
29.389,1.12393,0.585743,5.14439,29.4574,0.942491,0.753546,4.66684,0.0696519,0.102369,0.462417,0.532859,
29.4149,1.38152,0.447888,5.15584,29.5072,1.27668,0.766268,4.93419,0.0697188,0.102375,0.462109,0.532299,
29.4338,1.63957,0.310266,5.16347,29.5361,1.52467,0.560089,4.92486,0.0698204,0.102409,0.461694,0.53176,
29.4459,1.89792,0.173006,5.1673,29.5407,1.80979,0.513573,5.02769,0.0698948,0.102375,0.461429,0.531135,
29.4512,2.15637,0.0362376,5.16738,29.5264,2.04105,0.123338,4.94665,0.0699086,0.10241,0.460868,0.530581,
29.4496,2.41474,-0.0999139,5.16374,29.5102,2.42748,0.0651301,5.31472,0.0698868,0.102283,0.460363,0.529968,
29.4412,2.67283,-0.235325,5.15644,29.4842,2.67854,-0.187196,5.25433,0.0698324,0.102155,0.459792,0.529326,
29.426,2.93047,-0.369875,5.14552,29.5123,3.03915,-0.133898,5.51171,0.0698785,0.102172,0.459368,0.528981,
29.4042,3.18747,-0.503448,5.13105,29.467,3.31459,-0.309385,5.49947,0.0698618,0.102242,0.458898,0.528641,
29.3757,3.44367,-0.635928,5.11309,29.477,3.49942,-0.247749,5.26064,0.0699577,0.102152,0.458735,0.528035,
29.3406,3.69889,-0.767205,5.09171,29.4196,3.75584,-0.531134,5.21647,0.0699817,0.102065,0.458317,0.527416,
29.299,3.95295,-0.897172,5.06698,29.3757,3.89857,-0.541458,4.9065,0.069999,0.101974,0.458091,0.526823,
29.2509,4.2057,-1.02573,5.03897,29.3504,4.14227,-0.636852,4.8865,0.0700871,0.101897,0.457933,0.526227,
29.1964,4.45697,-1.15277,5.00776,29.2766,4.36057,-0.708489,4.82075,0.0701137,0.101884,0.4579,0.525661,
29.1356,4.7066,-1.2782,4.97344,29.1965,4.59332,-1.00097,4.76555,0.0700924,0.101914,0.457543,0.525115,
29.0686,4.95444,-1.40194,4.93609,29.1104,4.91526,-1.0832,4.98807,0.0700371,0.101807,0.457255,0.524478,
28.9954,5.20034,-1.52389,4.8958,29.0352,5.16176,-1.17555,4.9718,0.069979,0.1017,0.45702,0.52385,
28.9162,5.44416,-1.64397,4.85267,29.0177,5.38617,-1.09469,4.90473,0.0700731,0.101617,0.457268,0.523217,
28.831,5.68575,-1.7621,4.80678,28.9013,5.64652,-1.50913,4.88925,0.0700737,0.101511,0.456881,0.522596,
28.7399,5.92498,-1.87822,4.75823,28.8136,5.91932,-1.53819,4.96468,0.0700827,0.101389,0.456634,0.52206,
28.6431,6.16173,-1.99225,4.70713,28.677,6.16841,-1.92531,4.91049,0.0700177,0.101266,0.456093,0.521524,
28.5407,6.39585,-2.10412,4.65358,28.579,6.3914,-1.92296,4.85187,0.0699584,0.101144,0.455629,0.520985,
28.4327,6.62724,-2.21379,4.59767,28.4992,6.64435,-2.05225,4.83793,0.0699502,0.101026,0.455148,0.52049,
28.3192,6.85578,-2.32119,4.53952,28.42,6.81087,-1.98937,4.63865,0.0700405,0.100928,0.454892,0.519887,
28.2005,7.08135,-2.42628,4.47922,28.2933,7.0226,-2.13365,4.56319,0.070104,0.100848,0.454572,0.51928,
28.0765,7.30386,-2.529,4.41689,28.1542,7.39178,-2.2317,4.93411,0.0701232,0.100819,0.454261,0.519275,
27.9475,7.52321,-2.62933,4.35263,28.0046,7.63434,-2.52981,4.86323,0.0700951,0.100845,0.453745,0.519254,
27.8135,7.73929,-2.72722,4.28656,27.8902,7.83324,-2.49465,4.74682,0.0701115,0.100829,0.453346,0.519122,
27.6747,7.95203,-2.82265,4.21877,27.7223,8.05671,-2.7772,4.65488,0.0700665,0.100839,0.452813,0.51894,
27.5312,8.16134,-2.91558,4.14938,27.5664,8.26692,-2.80224,4.59967,0.0700045,0.10085,0.45231,0.518788,
27.3831,8.36714,-3.00599,4.07849,27.3819,8.45244,-3.22349,4.37693,0.0699217,0.100816,0.451898,0.518378,
